1473431470218.csv
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
639
644
633
640
641
636
639
641
637
642
640
637
646
641
639
645
639
638
642
635
639
641
638
643
641
637
645
641
640
643
639
640
640
637
640
642
638
645
642
637
645
641
639
643
637
639
640
632
640
642
638
643
642
638
644
641
638
642
636
639
643
634
641
642
637
644
641
638
645
642
639
643
637
639
640
634
639
642
639
643
642
639
644
642
639
643
638
638
643
637
639
640
636
639
640
636
644
643
639
644
642
639
645
638
639
643
636
639
642
632
641
642
641
644
642
637
644
640
638
645
635
639
643
636
643
642
634
646
639
637
639
635
639
640
636
643
642
639
647
642
639
643
639
639
644
635
639
642
635
642
642
638
647
641
641
642
641
638
643
635
641
642
635
638
642
634
642
641
639
644
641
639
646
640
639
641
635
639
642
636
641
642
639
644
642
639
644
639
640
643
636
639
642
637
643
641
637
645
641
640
645
636
639
641
638
643
642
640
645
641
639
647
639
639
644
634
640
643
638
639
640
639
644
641
638
643
640
639
642
637
639
642
636
639
642
636
642
641
638
644
640
639
644
638
639
645
634
639
642
639
644
642
637
644
641
638
645
641
637
646
635
640
643
637
639
641
635
645
641
639
643
635
640
643
635
640
641
636
643
641
638
644
641
639
644
638
640
644
636
638
641
636
642
641
638
644
642
638
644
639
639
643
634
639
642
637
643
642
639
643
641
638
644
641
639
643
639
639
643
633
639
642
636
639
642
638
644
641
635
646
641
639
644
639
640
642
636
639
641
636
644
641
639
644
641
639
644
638
639
643
636
639
642
636
645
641
641
645
641
639
643
639
639
642
634
645
642
638
644
641
640
642
638
640
641
637
643
642
638
645
636
637
645
633
641
642
636
642
641
638
644
641
639
642
636
641
641
635
644
641
639
645
641
639
644
639
640
642
639
644
641
640
646
634
639
643
635
640
642
638
643
640
639
645
641
638
641
638
638
643
637
640
642
638
642
642
640
643
637
639
642
636
644
641
637
645
642
638
644
637
639
644
636
639
642
637
644
643
638
645
637
640
643
635
638
643
637
642
642
638
644
641
639
644
639
639
642
638
643
643
638
645
641
639
644
638
641
643
636
639
642
637
646
641
639
646
639
639
645
637
639
642
635
644
640
638
646
643
639
645
638
638
644
636
640
642
635
639
642
637
644
640
639
645
639
639
641
638
646
641
638
645
640
639
643
636
642
643
637
640
641
636
644
641
636
646
643
638
641
637
646
641
638
645
636
641
642
636
640
642
637
645
641
639
646
641
639
644
638
639
643
635
638
643
639
645
640
637
644
642
638
644
638
636
642
634
638
642
639
645
641
639
645
641
638
644
636
640
643
634
639
642
637
645
642
639
643
642
639
645
638
639
643
635
639
642
636
644
641
638
646
641
638
644
639
639
643
635
640
642
638
643
643
634
646
641
639
644
638
639
642
635
638
642
638
643
643
637
644
640
641
643
640
639
644
634
639
641
639
646
642
638
645
641
639
643
638
639
641
636
640
641
638
642
641
637
644
641
639
645
641
639
642
639
640
642
637
639
644
636
644
642
636
644
641
639
645
643
637
642
638
639
644
635
641
641
637
643
642
637
645
641
640
643
639
640
640
635
639
641
639
645
642
641
643
642
641
643
